Line (1599) SphygmoCor Log File 9 ~ 04/08/2009 ~ 16:33:10                                                                                                                                                                                      
1 04/08/2009 ~ 16:50:46 ~ SCOR-CvMS 9 Start - FDS 14721300, DBS 40298,  TPM 515564, APM 143960, ML 72   00050                                                                                                                                  
1173 14/10/2009 ~ 10:56:08 ~ SCOR-CvMS 9 Start - FDS 73360064, DBS 41658,  TPM 515564, APM 100252, ML 80   00050                                                                                                                               
1174 14/10/2009 ~ 10:56:48 ~ SCOR-CvMS 9 End - FDS 73360064, DBS 41658,  TPM 515564, APM 95224, ML 81   00050                                                                                                                                  
1175 14/10/2009 ~ 10:58:06 ~ SCOR-CvMS 9 Start - FDS 73360064, DBS 41658,  TPM 515564, APM 95832, ML 81   00050                                                                                                                                
1176 14/10/2009 ~ 10:58:34 ~ SCOR-CvMS 9 End - FDS 73360016, DBS 41658,  TPM 515564, APM 89688, ML 82   00050                                                                                                                                  
1177 14/10/2009 ~ 11:04:44 ~ SCOR-CvMS 9 Start - FDS 73359968, DBS 41658,  TPM 515564, APM 89768, ML 82   00050                                                                                                                                
1178 14/10/2009 ~ 11:06:33 ~ SCOR-CvMS 9 End - FDS 73359904, DBS 41658,  TPM 515564, APM 65220, ML 87   00050                                                                                                                                  
1179 14/10/2009 ~ 11:17:00 ~ SCOR-CvMS 9 Start - FDS 73359536, DBS 41658,  TPM 515564, APM 74996, ML 85   00050                                                                                                                                
1180 14/10/2009 ~ 11:18:59 ~ SCOR-CvMS 9 End - FDS 73359152, DBS 41658,  TPM 515564, APM 60188, ML 88   00050                                                                                                                                  
1181 14/10/2009 ~ 12:32:03 ~ SCOR-CvMS 9 Start - FDS 73356736, DBS 41658,  TPM 515564, APM 81656, ML 84   00050                                                                                                                                
1182 14/10/2009 ~ 13:23:45 ~ SCOR-CvMS 9 End - FDS 73355408, DBS 41658,  TPM 515564, APM 140644, ML 72   00050                                                                                                                                 
1183 14/10/2009 ~ 17:12:46 ~ SCOR-CvMS 9 Start - FDS 73350208, DBS 41658,  TPM 515564, APM 108428, ML 78   00050                                                                                                                               
1184 15/10/2009 ~ 13:48:07 ~ SCOR-CvMS 9 Start - FDS 73153808, DBS 41658,  TPM 515564, APM 135712, ML 73   00050                                                                                                                               
1185 15/10/2009 ~ 13:59:14 ~ SCOR-CvMS 9 End - FDS 73153736, DBS 41658,  TPM 515564, APM 131452, ML 74   00050                                                                                                                                 
1186 15/10/2009 ~ 13:59:24 ~ SCOR-CvMS 9 Start - FDS 73153736, DBS 41658,  TPM 515564, APM 130008, ML 74   00050                                                                                                                               
1187 15/10/2009 ~ 13:59:29 ~ SCOR-CvMS 9 End - FDS 73153736, DBS 41658,  TPM 515564, APM 127388, ML 75   00050                                                                                                                                 
1188 15/10/2009 ~ 14:03:29 ~ SCOR-CvMS 9 Start - FDS 73153728, DBS 41658,  TPM 515564, APM 123608, ML 76   00050                                                                                                                               
1189 15/10/2009 ~ 16:56:52 ~ SCOR-CvMS 9 End - FDS 73144496, DBS 41658,  TPM 515564, APM 152880, ML 70   00050                                                                                                                                 
1190 16/10/2009 ~ 11:45:09 ~ SCOR-CvMS 9 Start - FDS 73132592, DBS 41658,  TPM 515564, APM 50276, ML 90   00050                                                                                                                                
1191 16/10/2009 ~ 12:02:56 ~ SCOR-CvMS 9 End - FDS 73151792, DBS 41658,  TPM 515564, APM 101772, ML 80   00050                                                                                                                                 
1192 16/10/2009 ~ 12:40:46 ~ SCOR-CvMS 9 Start - FDS 73125456, DBS 41658,  TPM 515564, APM 92644, ML 82   00050                                                                                                                                
1193 16/10/2009 ~ 12:41:39 ~ Successful PWA measurement for Patient :332, Measurement :16/10/2009 12:41:38 PM, DataRevision :130 , CaptureTime 00:00:18                                                                                        
1194 16/10/2009 ~ 12:45:55 ~ SCOR-CvMS 9 End - FDS 73125456, DBS 41658,  TPM 515564, APM 43912, ML 91   00050                                                                                                                                  
1195 16/10/2009 ~ 14:29:47 ~ SCOR-CvMS 9 Start - FDS 73125440, DBS 41658,  TPM 515564, APM 126172, ML 75   00050                                                                                                                               
1196 16/10/2009 ~ 14:30:28 ~ Successful PWA measurement for Patient :332, Measurement :16/10/2009 2:30:27 PM, DataRevision :130 , CaptureTime 00:00:18                                                                                         
1197 16/10/2009 ~ 15:22:36 ~ SCOR-CvMS 9 End - FDS 73125336, DBS 41658,  TPM 515564, APM 125948, ML 75   00050                                                                                                                                 
1198 16/10/2009 ~ 15:33:20 ~ SCOR-CvMS 9 Start - FDS 73125024, DBS 41658,  TPM 515564, APM 122120, ML 76   00050                                                                                                                               
1199 16/10/2009 ~ 16:23:49 ~ SCOR-CvMS 9 End - FDS 73167120, DBS 41670,  TPM 515564, APM 91132, ML 82   00050                                                                                                                                  
1200 19/10/2009 ~ 10:12:21 ~ SCOR-CvMS 9 Start - FDS 73138704, DBS 41670,  TPM 515564, APM 109880, ML 78   00050                                                                                                                               
1201 19/10/2009 ~ 10:16:19 ~ SCOR-CvMS 9 End - FDS 73138704, DBS 41670,  TPM 515564, APM 81084, ML 84   00050                                                                                                                                  
1202 19/10/2009 ~ 11:09:28 ~ SCOR-CvMS 9 Start - FDS 73138144, DBS 41670,  TPM 515564, APM 37332, ML 92   00050                                                                                                                                
1203 19/10/2009 ~ 11:11:38 ~ SCOR-CvMS 9 End - FDS 73138144, DBS 41670,  TPM 515564, APM 60152, ML 88   00050                                                                                                                                  
1204 19/10/2009 ~ 11:18:29 ~ SCOR-CvMS 9 Start - FDS 73137600, DBS 41670,  TPM 515564, APM 95196, ML 81   00050                                                                                                                                
1205 19/10/2009 ~ 11:21:55 ~ SCOR-CvMS 9 End - FDS 73137008, DBS 41670,  TPM 515564, APM 140460, ML 72   00050                                                                                                                                 
1206 19/10/2009 ~ 11:23:52 ~ SCOR-CvMS 9 Start - FDS 73137008, DBS 41670,  TPM 515564, APM 103504, ML 79   00050                                                                                                                               
1207 19/10/2009 ~ 11:24:45 ~ SCOR-CvMS 9 End - FDS 73137008, DBS 41670,  TPM 515564, APM 92648, ML 82   00050                                                                                                                                  
1208 19/10/2009 ~ 13:44:42 ~ SCOR-CvMS 9 Start - FDS 73138064, DBS 41670,  TPM 515564, APM 149024, ML 71   00050                                                                                                                               
1209 19/10/2009 ~ 13:46:28 ~ SCOR-CvMS 9 End - FDS 73138064, DBS 41670,  TPM 515564, APM 127796, ML 75   00050                                                                                                                                 
1210 19/10/2009 ~ 13:50:24 ~ SCOR-CvMS 9 (Clinical) Start - FDS 73138032, DBS 41670,  TPM 515564, APM 132712, ML 74   00050                                                                                                                    
1211 19/10/2009 ~ 13:52:57 ~ SCOR-CvMS 9 (Clinical) End - FDS 73138032, DBS 41670,  TPM 515564, APM 112652, ML 78   00050                                                                                                                      
1212 20/10/2009 ~ 10:35:56 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72626256, DBS 41670,  TPM 515564, APM 114080, ML 77   00050                                                                                                                    
1213 20/10/2009 ~ 10:43:04 ~ SCOR-CvMS 9 (Clinical) End - FDS 72626256, DBS 41670,  TPM 515564, APM 89832, ML 82   00050                                                                                                                       
1214 20/10/2009 ~ 10:43:12 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72626256, DBS 41670,  TPM 515564, APM 96820, ML 81   00050                                                                                                                     
1215 20/10/2009 ~ 10:43:21 ~ SCOR-CvMS 9 (Clinical) End - FDS 72626256, DBS 41670,  TPM 515564, APM 94704, ML 81   00050                                                                                                                       
1216 20/10/2009 ~ 10:44:11 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72626272, DBS 41670,  TPM 515564, APM 95768, ML 81   00050                                                                                                                     
1217 20/10/2009 ~ 10:44:41 ~ SCOR-CvMS 9 (Clinical) End - FDS 72626272, DBS 41670,  TPM 515564, APM 82196, ML 84   00050                                                                                                                       
1218 20/10/2009 ~ 10:45:16 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72626272, DBS 41670,  TPM 515564, APM 104956, ML 79   00050                                                                                                                    
1219 20/10/2009 ~ 10:46:23 ~ SCOR-CvMS 9 (Clinical) End - FDS 72626272, DBS 41670,  TPM 515564, APM 71332, ML 86   00050                                                                                                                       
1220 20/10/2009 ~ 14:22:56 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72621552, DBS 41670,  TPM 515564, APM 145648, ML 71   00050                                                                                                                    
1221 20/10/2009 ~ 14:24:11 ~ Successful PWA measurement for Patient :332, Measurement :20/10/2009 2:24:10 PM, DataRevision :130 , CaptureTime 00:00:18                                                                                         
1222 20/10/2009 ~ 14:24:20 ~ SCOR-CvMS 9 (Clinical) End - FDS 72621552, DBS 41670,  TPM 515564, APM 93020, ML 81   00050                                                                                                                       
1223 20/10/2009 ~ 15:25:28 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72613296, DBS 41670,  TPM 515564, APM 98448, ML 80   00050                                                                                                                     
1224 20/10/2009 ~ 15:26:06 ~ Successful PWA measurement for Patient :332, Measurement :20/10/2009 3:26:05 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1225 20/10/2009 ~ 15:30:24 ~ SCOR-CvMS 9 (Clinical) End - FDS 72613280, DBS 41686,  TPM 515564, APM 42468, ML 91   00050                                                                                                                       
1226 20/10/2009 ~ 15:32:53 ~ SCOR-CvMS 9 Start - FDS 72612800, DBS 41686,  TPM 515564, APM 78276, ML 84   00050                                                                                                                                
1227 20/10/2009 ~ 15:34:01 ~ Successful PWA measurement for Patient :332, Measurement :20/10/2009 3:34:00 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1228 20/10/2009 ~ 15:52:47 ~ SCOR-CvMS 9 End - FDS 72608064, DBS 41770,  TPM 515564, APM 145024, ML 71   00050                                                                                                                                 
1229 20/10/2009 ~ 15:53:57 ~ SCOR-CvMS 9 Start - FDS 72608144, DBS 41770,  TPM 515564, APM 138052, ML 73   00050                                                                                                                               
1230 20/10/2009 ~ 16:17:10 ~ SCOR-CvMS 9 End - FDS 72608368, DBS 41870,  TPM 515564, APM 118764, ML 76   00050                                                                                                                                 
1231 21/10/2009 ~ 10:08:46 ~ SCOR-CvMS 9 Start - FDS 72508864, DBS 41870,  TPM 515564, APM 36976, ML 92   00050                                                                                                                                
1232 21/10/2009 ~ 10:09:08 ~ SCOR-CvMS 9 End - FDS 72508864, DBS 41870,  TPM 515564, APM 52372, ML 89   00050                                                                                                                                  
1233 21/10/2009 ~ 10:19:20 ~ SCOR-CvMS 9 Start - FDS 72508864, DBS 41870,  TPM 515564, APM 153068, ML 70   00050                                                                                                                               
1234 21/10/2009 ~ 10:27:13 ~ SCOR-CvMS 9 End - FDS 72508872, DBS 41870,  TPM 515564, APM 124608, ML 75   00050                                                                                                                                 
1235 23/10/2009 ~ 11:41:49 ~ SCOR-CvMS 9 Start - FDS 72492016, DBS 41870,  TPM 515564, APM 70308, ML 86   00050                                                                                                                                
1236 23/10/2009 ~ 11:43:50 ~ SCOR-CvMS 9 End - FDS 72492016, DBS 41870,  TPM 515564, APM 83288, ML 83   00050                                                                                                                                  
1237 23/10/2009 ~ 12:57:48 ~ SCOR-CvMS 9 Start - FDS 72492016, DBS 41870,  TPM 515564, APM 131600, ML 74   00050                                                                                                                               
1238 23/10/2009 ~ 13:00:42 ~ SCOR-CvMS 9 End - FDS 72492016, DBS 41870,  TPM 515564, APM 122532, ML 76   00050                                                                                                                                 
1239 23/10/2009 ~ 16:17:24 ~ SCOR-CvMS 9 Start - FDS 72469632, DBS 41870,  TPM 515564, APM 70740, ML 86   00050                                                                                                                                
1240 23/10/2009 ~ 16:18:34 ~ SCOR-CvMS 9 End - FDS 72469632, DBS 41870,  TPM 515564, APM 67896, ML 86   00050                                                                                                                                  
1241 23/10/2009 ~ 16:21:57 ~ SCOR-CvMS 9 Start - FDS 72469808, DBS 41870,  TPM 515564, APM 138424, ML 73   00050                                                                                                                               
1242 23/10/2009 ~ 16:24:19 ~ Successful PWA measurement for Patient :332, Measurement :23/10/2009 4:24:18 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1243 23/10/2009 ~ 16:24:35 ~ SCOR-CvMS 9 End - FDS 72469792, DBS 41878,  TPM 515564, APM 82216, ML 84   00050                                                                                                                                  
1244 23/10/2009 ~ 16:27:21 ~ SCOR-CvMS 9 Start - FDS 72469808, DBS 41878,  TPM 515564, APM 130976, ML 74   00050                                                                                                                               
1245 23/10/2009 ~ 16:29:40 ~ SCOR-CvMS 9 End - FDS 72469808, DBS 41878,  TPM 515564, APM 125060, ML 75   00050                                                                                                                                 
1246 23/10/2009 ~ 16:31:54 ~ SCOR-CvMS 9 Start - FDS 72469800, DBS 41878,  TPM 515564, APM 130932, ML 74   00050                                                                                                                               
1247 23/10/2009 ~ 16:32:16 ~ Database Manager - Selected ATCORMEDICAL02 Patients = 722                                                                                                                                                         
1248 23/10/2009 ~ 16:35:03 ~ Successful PWA measurement for Patient :312, Measurement :23/10/2009 4:35:02 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1249 23/10/2009 ~ 16:36:56 ~ SCOR-CvMS 9 End - FDS 72469728, DBS 41878,  TPM 515564, APM 79100, ML 84   00050                                                                                                                                  
1250 23/10/2009 ~ 17:09:39 ~ SCOR-CvMS 9 Start - FDS 72435472, DBS 41878,  TPM 515564, APM 120820, ML 76   00050                                                                                                                               
1251 23/10/2009 ~ 17:10:06 ~ Database Manager - Selected ATCORMEDICAL02 Patients = 722                                                                                                                                                         
1252 23/10/2009 ~ 17:15:17 ~ SCOR-CvMS 9 End - FDS 72405696, DBS 41878,  TPM 515564, APM 273892, ML 46   00050                                                                                                                                 
1253 23/10/2009 ~ 17:23:41 ~ SCOR-CvMS 9 Start - FDS 72403216, DBS 41878,  TPM 515564, APM 79276, ML 84   00050                                                                                                                                
1254 23/10/2009 ~ 17:25:00 ~ Database Manager - Selected ATCORMEDICAL02 Patients = 722                                                                                                                                                         
1255 23/10/2009 ~ 17:26:19 ~ SCOR-CvMS 9 End - FDS 72403216, DBS 41878,  TPM 515564, APM 147840, ML 71   00050                                                                                                                                 
1256 26/10/2009 ~ 11:48:00 ~ SCOR-CvMS 9 Start - FDS 72259552, DBS 41878,  TPM 515564, APM 86580, ML 83   00050                                                                                                                                
1257 26/10/2009 ~ 11:51:56 ~ Database Manager - Selected ATCORMEDICAL02 Patients = 722                                                                                                                                                         
1258 26/10/2009 ~ 11:52:52 ~ SCOR-CvMS 9 End - FDS 72259552, DBS 41878,  TPM 515564, APM 78132, ML 84   00050                                                                                                                                  
1259 26/10/2009 ~ 11:58:00 ~ SCOR-CvMS 9 Start - FDS 72259552, DBS 41878,  TPM 515564, APM 85612, ML 83   00050                                                                                                                                
1260 26/10/2009 ~ 11:58:12 ~ Database Manager - Selected ATCORMEDICAL02 Patients = 722                                                                                                                                                         
1261 26/10/2009 ~ 11:59:11 ~ SCOR-CvMS 9 End - FDS 72259552, DBS 41878,  TPM 515564, APM 79872, ML 84   00050                                                                                                                                  
1262 26/10/2009 ~ 12:12:22 ~ SCOR-CvMS 9 Start - FDS 72260280, DBS 41878,  TPM 515564, APM 76408, ML 85   00050                                                                                                                                
1263 26/10/2009 ~ 12:12:29 ~ SCOR-CvMS 9 End - FDS 72260272, DBS 41878,  TPM 515564, APM 72660, ML 85   00050                                                                                                                                  
1264 27/10/2009 ~ 10:52:32 ~ SCOR-CvMS 9 Start - FDS 72675392, DBS 41878,  TPM 515564, APM 60836, ML 88   00050                                                                                                                                
1265 27/10/2009 ~ 10:56:09 ~ SCOR-CvMS 9 End - FDS 72675360, DBS 41878,  TPM 515564, APM 125300, ML 75   00050                                                                                                                                 
1266 27/10/2009 ~ 10:57:28 ~ SCOR-CvMS 9 Start - FDS 72675360, DBS 41878,  TPM 515564, APM 75836, ML 85   00050                                                                                                                                
1267 27/10/2009 ~ 11:02:30 ~ SCOR-CvMS 9 End - FDS 72675240, DBS 41878,  TPM 515564, APM 118340, ML 77   00050                                                                                                                                 
1268 27/10/2009 ~ 11:18:15 ~ SCOR-CvMS 9 Start - FDS 72675232, DBS 41878,  TPM 515564, APM 116784, ML 77   00050                                                                                                                               
1269 27/10/2009 ~ 11:20:29 ~ SCOR-CvMS 9 End - FDS 72675192, DBS 41878,  TPM 515564, APM 104400, ML 79   00050                                                                                                                                 
1270 27/10/2009 ~ 11:21:37 ~ SCOR-CvMS 9 Start - FDS 72675192, DBS 41878,  TPM 515564, APM 114092, ML 77   00050                                                                                                                               
1271 27/10/2009 ~ 11:22:56 ~ SCOR-CvMS 9 End - FDS 72675152, DBS 41878,  TPM 515564, APM 97288, ML 81   00050                                                                                                                                  
1272 27/10/2009 ~ 11:32:18 ~ SCOR-CvMS 9 Start - FDS 72675152, DBS 41878,  TPM 515564, APM 58000, ML 88   00050                                                                                                                                
1273 27/10/2009 ~ 11:38:09 ~ SCOR-CvMS 9 End - FDS 72675120, DBS 41878,  TPM 515564, APM 117828, ML 77   00050                                                                                                                                 
1274 27/10/2009 ~ 11:39:26 ~ SCOR-CvMS 9 Start - FDS 72675120, DBS 41878,  TPM 515564, APM 133424, ML 74   00050                                                                                                                               
1275 27/10/2009 ~ 11:40:35 ~ SCOR-CvMS 9 End - FDS 72675120, DBS 41878,  TPM 515564, APM 120320, ML 76   00050                                                                                                                                 
1276 28/10/2009 ~ 11:45:10 ~ SCOR-CvMS 9 Start - FDS 72272672, DBS 41878,  TPM 515564, APM 83496, ML 83   00050                                                                                                                                
1277 28/10/2009 ~ 11:45:54 ~ Successful PWA measurement for Patient :332, Measurement :28/10/2009 11:45:52 AM, DataRevision :130 , CaptureTime 00:00:13                                                                                        
1278 28/10/2009 ~ 11:49:03 ~ SCOR-CvMS 9 End - FDS 72272656, DBS 41886,  TPM 515564, APM 22324, ML 95   00050                                                                                                                                  
1279 28/10/2009 ~ 11:49:56 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72272664, DBS 41886,  TPM 515564, APM 70788, ML 86   00050                                                                                                                     
1280 28/10/2009 ~ 11:56:07 ~ SCOR-CvMS 9 (Clinical) End - FDS 72272664, DBS 41886,  TPM 515564, APM 106048, ML 79   00050                                                                                                                      
1281 28/10/2009 ~ 15:48:15 ~ SCOR-CvMS 9 (Clinical) Start - FDS 72264752, DBS 41886,  TPM 515564, APM 45116, ML 91   00050                                                                                                                     
1282 28/10/2009 ~ 15:49:28 ~ Successful PWA measurement for Patient :332, Measurement :28/10/2009 3:49:27 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1283 28/10/2009 ~ 16:27:40 ~ SCOR-CvMS 9 (Clinical) End - FDS 72260208, DBS 41904,  TPM 515564, APM 144520, ML 71   00050                                                                                                                      
1284 29/10/2009 ~ 14:24:57 ~ SCOR-CvMS 9 (Clinical) Start - FDS 71869968, DBS 41904,  TPM 515564, APM 90096, ML 82   00050                                                                                                                     
1285 29/10/2009 ~ 14:27:07 ~ Successful PWA measurement for Patient :332, Measurement :29/10/2009 2:27:06 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1286 29/10/2009 ~ 14:27:10 ~ SCOR-CvMS 9 (Clinical) End - FDS 71869968, DBS 41904,  TPM 515564, APM 35088, ML 93   00050                                                                                                                       
1287 29/10/2009 ~ 14:29:06 ~ SCOR-CvMS 9 (Clinical) Start - FDS 71869968, DBS 41904,  TPM 515564, APM 90516, ML 82   00050                                                                                                                     
1288 29/10/2009 ~ 14:29:49 ~ Successful PWA measurement for Patient :332, Measurement :29/10/2009 2:29:48 PM, DataRevision :130 , CaptureTime 00:00:13                                                                                         
1289 29/10/2009 ~ 14:31:27 ~ SCOR-CvMS 9 (Clinical) End - FDS 71869952, DBS 41912,  TPM 515564, APM 26556, ML 94   00050                                                                                                                       
1290 29/10/2009 ~ 14:32:55 ~ SCOR-CvMS 9 Start - FDS 71869960, DBS 41912,  TPM 515564, APM 75052, ML 85   00050                                                                                                                                
1291 29/10/2009 ~ 14:34:45 ~ SCOR-CvMS 9 End - FDS 71869904, DBS 41912,  TPM 515564, APM 129104, ML 74   00050                                                                                                                                 
1292 30/10/2009 ~ 10:23:20 ~ SCOR-CvMS 9 Start - FDS 71244712, DBS 41912,  TPM 515564, APM 61112, ML 88   00050                                                                                                                                
1293 30/10/2009 ~ 10:26:38 ~ SCOR-CvMS 9 End - FDS 71244712, DBS 41912,  TPM 515564, APM 98784, ML 80   00050                                                                                                                                  
1294 30/10/2009 ~ 11:52:54 ~ SCOR-CvMS 9 Start - FDS 71244080, DBS 41912,  TPM 515564, APM 112364, ML 78   00050                                                                                                                               
1295 30/10/2009 ~ 11:54:22 ~ SCOR-CvMS 9 End - FDS 71244080, DBS 41912,  TPM 515564, APM 54796, ML 89   00050                                                                                                                                  
1296 30/10/2009 ~ 11:56:51 ~ SCOR-CvMS 9 Start - FDS 71244080, DBS 41912,  TPM 515564, APM 53684, ML 89   00050                                                                                                                                
1297 30/10/2009 ~ 12:03:46 ~ SCOR-CvMS 9 End - FDS 71244008, DBS 41912,  TPM 515564, APM 94276, ML 81   00050                                                                                                                                  
1298 30/10/2009 ~ 12:08:01 ~ SCOR-CvMS 9 Start - FDS 71239392, DBS 41912,  TPM 515564, APM 181320, ML 64   00050                                                                                                                               
1299 30/10/2009 ~ 12:09:33 ~ SCOR-CvMS 9 End - FDS 71239392, DBS 41912,  TPM 515564, APM 157464, ML 69   00050                                                                                                                                 
1300 05/11/2009 ~ 10:54:57 ~ SCOR-CvMS 9 Start - FDS 71104080, DBS 41912,  TPM 515564, APM 81388, ML 84   00050                                                                                                                                
1301 05/11/2009 ~ 10:58:05 ~ Successful PWA measurement for Patient :332, Measurement :05/11/2009 10:58:04 AM, DataRevision :130 , CaptureTime 00:00:13                                                                                        
1302 05/11/2009 ~ 10:59:30 ~ SCOR-CvMS 9 End - FDS 71108392, DBS 41950,  TPM 515564, APM 26144, ML 94   00050                                                                                                                                  
1303 05/11/2009 ~ 11:00:23 ~ SCOR-CvMS 9 Start - FDS 71108392, DBS 41950,  TPM 515564, APM 85056, ML 83   00050                                                                                                                                
1304 05/11/2009 ~ 11:11:32 ~ Added Patient 333  -                                                                                                                                                                                              
1305 05/11/2009 ~ 11:14:23 ~ SCOR-CvMS 9 End - FDS 71108392, DBS 41950,  TPM 515564, APM 121780, ML 76   00050                                                                                                                                 
1306 05/11/2009 ~ 11:18:01 ~ SCOR-CvMS 9 Start - FDS 71108392, DBS 41950,  TPM 515564, APM 143200, ML 72   00050                                                                                                                               
1307 05/11/2009 ~ 11:18:16 ~ SCOR-CvMS 9 End - FDS 71108392, DBS 41950,  TPM 515564, APM 138248, ML 73   00050                                                                                                                                 
1308 05/11/2009 ~ 11:18:42 ~ SCOR-CvMS 9 Start - FDS 71108392, DBS 41950,  TPM 515564, APM 142548, ML 72   00050                                                                                                                               
1309 05/11/2009 ~ 11:18:46 ~ Added Patient 334                                                                                                                                                                                                 
1310 05/11/2009 ~ 11:20:59 ~ SCOR-CvMS 9 End - FDS 71108512, DBS 41950,  TPM 515564, APM 133600, ML 74   00050                                                                                                                                 
1311 05/11/2009 ~ 11:21:12 ~ SCOR-CvMS 9 Start - FDS 71108512, DBS 41950,  TPM 515564, APM 141908, ML 72   00050                                                                                                                               
1312 05/11/2009 ~ 11:21:20 ~ Deleted Patient 334                                                                                                                                                                                               
1313 05/11/2009 ~ 11:21:25 ~ Deleted Patient 333                                                                                                                                                                                               
1314 05/11/2009 ~ 11:23:29 ~ SCOR-CvMS 9 End - FDS 71108512, DBS 41950,  TPM 515564, APM 111984, ML 78   00050                                                                                                                                 
1315 05/11/2009 ~ 11:26:14 ~ SCOR-CvMS 9 Start - FDS 71108504, DBS 41950,  TPM 515564, APM 135092, ML 73   00050                                                                                                                               
1316 05/11/2009 ~ 11:31:23 ~ SCOR-CvMS 9 End - FDS 71108504, DBS 41950,  TPM 515564, APM 96200, ML 81   00050                                                                                                                                  
1317 05/11/2009 ~ 11:35:17 ~ SCOR-CvMS 9 Start - FDS 71108264, DBS 41950,  TPM 515564, APM 134648, ML 73   00050                                                                                                                               
1318 05/11/2009 ~ 11:35:43 ~ SCOR-CvMS 9 End - FDS 71108264, DBS 41950,  TPM 515564, APM 119180, ML 76   00050                                                                                                                                 
1319 06/11/2009 ~ 10:46:45 ~ SCOR-CvMS 9 Start - FDS 0, DBS 41950,  TPM 515564, APM 61000, ML 88   00050                                                                                                                                       
1320 06/11/2009 ~ 10:48:35 ~ Error   Security (#1302): Identity verification failed.                                                                                                                                                           
1321 06/11/2009 ~ 10:48:39 ~ SCOR-CvMS 9 End - FDS 0, DBS 41950,  TPM 515564, APM 36544, ML 92   00050                                                                                                                                         
1322 06/11/2009 ~ 10:50:46 ~ SCOR-CvMS 9 Start - FDS 0, DBS 41950,  TPM 515564, APM 37060, ML 92   00050                                                                                                                                       
1323 06/11/2009 ~ 10:52:23 ~ Added Patient 333                                                                                                                                                                                                 
1324 06/11/2009 ~ 10:53:30 ~ Error  (#1305): Configuration Error : A valid Tonometer Serial Number has not been entered.  Please enter a valid Tonometer Serial Number to continue.                                                            
1325 06/11/2009 ~ 10:54:30 ~ Successful PWA measurement for Patient :333, Measurement :06/11/2009 10:54:29 AM, DataRevision :130 , CaptureTime 00:00:20                                                                                        
1326 06/11/2009 ~ 10:55:37 ~ Successful PWA measurement for Patient :333, Measurement :06/11/2009 10:55:36 AM, DataRevision :130 , CaptureTime 00:00:13                                                                                        
1327 06/11/2009 ~ 11:05:08 ~ Deleted Patient 333                                                                                                                                                                                               
1328 06/11/2009 ~ 11:28:12 ~ Error  (#808): Database Manager : Not Enough Disk Space. Packing Failed. \\sws\Software$\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                           
1329 06/11/2009 ~ 11:31:21 ~ SCOR-CvMS 9 End - FDS 0, DBS 42066,  TPM 515564, APM 180208, ML 65   00050                                                                                                                                        
1330 06/11/2009 ~ 11:44:18 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audi
1331 06/11/2009 ~ 11:44:19 ~ SCOR-CvMS 9 Start - FDS 71074440, DBS 42066,  TPM 515564, APM 88880, ML 82   00050                                                                                                                                
1332 06/11/2009 ~ 11:45:42 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1333 06/11/2009 ~ 11:46:00 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1334 06/11/2009 ~ 11:46:14 ~ SCOR-CvMS 9 End - FDS 71074000, DBS 42066,  TPM 515564, APM 77508, ML 84   00050                                                                                                                                  
1335 06/11/2009 ~ 11:46:37 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audi
1336 06/11/2009 ~ 11:46:37 ~ SCOR-CvMS 9 Start - FDS 71072144, DBS 42066,  TPM 515564, APM 156404, ML 69   00050                                                                                                                               
1337 06/11/2009 ~ 11:46:50 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1338 06/11/2009 ~ 11:46:54 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1339 06/11/2009 ~ 11:47:08 ~ SCOR-CvMS 9 End - FDS 71072144, DBS 42066,  TPM 515564, APM 174676, ML 66   00050                                                                                                                                 
1340 06/11/2009 ~ 11:48:11 ~ Error   EMR Error  (#1426): SphygmoCor cannot operate in EMR mode while Data Audit Trail mode is enabled. This would violate the security features of Data Audit Trail mode.  SphygmoCor will operate in Data Audi
