Line (0874) SphygmoCor Log File 9 ~ 06-08-2010 ~ 11:47:44                                                                                                                                                                                      
1 06-08-2010 ~ 11:47:45 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                     
673 20-08-2010 ~ 15:24:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
674 20-08-2010 ~ 15:24:38 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
675 20-08-2010 ~ 15:24:40 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
676 20-08-2010 ~ 15:24:41 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
677 20-08-2010 ~ 15:24:42 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
678 20-08-2010 ~ 15:24:44 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
679 20-08-2010 ~ 15:24:44 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
680 20-08-2010 ~ 15:24:47 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
681 20-08-2010 ~ 15:24:48 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
682 20-08-2010 ~ 15:24:48 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
683 20-08-2010 ~ 15:24:51 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
684 20-08-2010 ~ 15:24:52 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
685 20-08-2010 ~ 15:24:53 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
686 20-08-2010 ~ 15:24:54 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
687 20-08-2010 ~ 15:24:55 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
688 20-08-2010 ~ 15:24:57 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
689 20-08-2010 ~ 15:24:58 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
690 20-08-2010 ~ 15:24:59 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
691 20-08-2010 ~ 15:25:02 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
692 20-08-2010 ~ 15:25:02 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
693 20-08-2010 ~ 15:25:03 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
694 20-08-2010 ~ 15:25:05 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
695 20-08-2010 ~ 15:25:05 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
696 20-08-2010 ~ 15:25:08 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
697 20-08-2010 ~ 15:25:09 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
698 20-08-2010 ~ 15:25:10 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
699 20-08-2010 ~ 15:25:12 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
700 20-08-2010 ~ 15:25:13 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
701 20-08-2010 ~ 15:25:14 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
702 20-08-2010 ~ 15:25:15 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
703 20-08-2010 ~ 15:25:16 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
704 20-08-2010 ~ 15:25:18 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
705 20-08-2010 ~ 15:25:19 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
706 20-08-2010 ~ 15:25:20 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
707 20-08-2010 ~ 15:25:23 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
708 20-08-2010 ~ 15:25:24 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
709 20-08-2010 ~ 15:25:24 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
710 20-08-2010 ~ 15:25:26 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
711 20-08-2010 ~ 15:25:26 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
712 20-08-2010 ~ 15:25:29 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
713 20-08-2010 ~ 15:25:30 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
714 20-08-2010 ~ 15:25:31 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
715 20-08-2010 ~ 15:25:33 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
716 20-08-2010 ~ 15:25:34 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
717 20-08-2010 ~ 15:25:35 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
718 20-08-2010 ~ 15:25:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
719 20-08-2010 ~ 15:25:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
720 20-08-2010 ~ 15:25:39 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
721 20-08-2010 ~ 15:25:40 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
722 20-08-2010 ~ 15:25:41 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
723 20-08-2010 ~ 15:25:44 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
724 20-08-2010 ~ 15:25:45 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
725 20-08-2010 ~ 15:25:46 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
726 20-08-2010 ~ 15:25:47 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
727 20-08-2010 ~ 15:25:47 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
728 20-08-2010 ~ 15:25:50 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
729 20-08-2010 ~ 15:25:51 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
730 20-08-2010 ~ 15:25:52 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
731 20-08-2010 ~ 15:25:54 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
732 20-08-2010 ~ 15:25:55 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
733 20-08-2010 ~ 15:25:56 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
734 20-08-2010 ~ 15:25:58 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
735 20-08-2010 ~ 15:25:58 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
736 20-08-2010 ~ 15:26:01 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
737 20-08-2010 ~ 15:26:01 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
738 20-08-2010 ~ 15:26:02 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
739 20-08-2010 ~ 15:26:05 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
740 20-08-2010 ~ 15:26:06 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
741 20-08-2010 ~ 15:26:07 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
742 20-08-2010 ~ 15:26:08 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
743 20-08-2010 ~ 15:26:09 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
744 20-08-2010 ~ 15:26:11 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
745 20-08-2010 ~ 15:26:12 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
746 20-08-2010 ~ 15:26:13 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
747 20-08-2010 ~ 15:26:15 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
748 20-08-2010 ~ 15:26:16 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
749 20-08-2010 ~ 15:26:17 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
750 20-08-2010 ~ 15:26:19 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
751 20-08-2010 ~ 15:26:19 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
752 20-08-2010 ~ 15:26:22 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
753 20-08-2010 ~ 15:26:23 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
754 20-08-2010 ~ 15:26:23 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
755 20-08-2010 ~ 15:26:26 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
756 20-08-2010 ~ 15:26:27 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
757 20-08-2010 ~ 15:26:28 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
758 20-08-2010 ~ 15:26:29 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
759 20-08-2010 ~ 15:26:30 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
760 20-08-2010 ~ 15:26:32 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
761 20-08-2010 ~ 15:26:33 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
762 20-08-2010 ~ 15:26:34 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
763 20-08-2010 ~ 15:26:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
764 20-08-2010 ~ 15:26:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
765 20-08-2010 ~ 15:26:38 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
766 20-08-2010 ~ 15:26:40 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
767 20-08-2010 ~ 15:26:40 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
768 20-08-2010 ~ 15:26:43 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
769 20-08-2010 ~ 15:26:44 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
770 20-08-2010 ~ 15:26:45 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
771 20-08-2010 ~ 15:26:47 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
772 20-08-2010 ~ 15:26:48 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
773 20-08-2010 ~ 15:26:49 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
774 20-08-2010 ~ 15:26:51 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
775 20-08-2010 ~ 15:26:51 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
776 20-08-2010 ~ 15:26:53 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
777 20-08-2010 ~ 15:26:54 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
778 20-08-2010 ~ 15:26:55 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
779 20-08-2010 ~ 15:26:58 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
780 20-08-2010 ~ 15:26:59 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
781 20-08-2010 ~ 15:26:59 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
782 20-08-2010 ~ 15:27:01 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
783 20-08-2010 ~ 15:27:01 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
784 20-08-2010 ~ 15:27:04 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
785 20-08-2010 ~ 15:27:05 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
786 20-08-2010 ~ 15:27:06 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
787 20-08-2010 ~ 15:27:08 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
788 20-08-2010 ~ 15:27:09 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
789 20-08-2010 ~ 15:27:10 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
790 20-08-2010 ~ 15:27:12 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
791 20-08-2010 ~ 15:27:12 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
792 20-08-2010 ~ 15:27:14 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
793 20-08-2010 ~ 15:27:15 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
794 20-08-2010 ~ 15:27:16 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
795 20-08-2010 ~ 15:27:19 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
796 20-08-2010 ~ 15:27:20 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
797 20-08-2010 ~ 15:27:20 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
798 20-08-2010 ~ 15:27:22 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
799 20-08-2010 ~ 15:27:22 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
800 20-08-2010 ~ 15:27:25 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
801 20-08-2010 ~ 15:27:26 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
802 20-08-2010 ~ 15:27:27 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
803 20-08-2010 ~ 15:27:29 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
804 20-08-2010 ~ 15:27:30 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
805 20-08-2010 ~ 15:27:31 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
806 20-08-2010 ~ 15:27:33 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
807 20-08-2010 ~ 15:27:33 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
808 20-08-2010 ~ 15:27:35 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
809 20-08-2010 ~ 15:27:36 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
810 20-08-2010 ~ 15:27:37 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
811 20-08-2010 ~ 15:27:40 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
